obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,
"=""""","=""""","=""1094.1145280""","=""0.0000008""","=""""","=""9139.811002""","=""""","=""1.4307e+05""","=""2.5676e-03""","=""5.5491e-01""","=""-1.81232""",AAA,"=""0.88841571311""","=""(0.9717037992530)""","=""3d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,
"=""""","=""""","=""1094.1150657""","=""0.0000008""","=""""","=""9139.806510""","=""""","=""7.0421e+04""","=""8.4255e-04""","=""1.8209e-01""","=""-2.29625""",AAA,"=""0.88841571311""","=""[0.971703758319]""","=""3d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,
"=""1094.117""","=""0.013""","=""1094.1082""","=""0.0010""","=""0.008""","=""9139.79""","=""14000""","=""7.7829e+05""","=""5.5870e-02""","=""3.6223e+01""","=""0.00245""",AAA,"=""0.88841524""","=""0.971703813""","=""3""","=""""","=""""","=""6""","=""""","=""""",18,72,,
"=""""","=""""","=""1282.143203""","=""0.000004""","=""""","=""7799.440793""","=""""","=""2.8263e+06""","=""1.3931e-01""","=""1.1760e+01""","=""-0.55499""",AAA,"=""0.88841439755""","=""0.95948813163""","=""3p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,
"=""""","=""""","=""1282.144913""","=""0.000007""","=""""","=""7799.43039""","=""""","=""1.6377e+06""","=""8.0722e-02""","=""6.8146e+00""","=""-0.79198""",AAA,"=""0.88841449324""","=""0.9594881325""","=""3s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,
"=""""","=""""","=""1282.146664""","=""0.000007""","=""""","=""7799.41974""","=""""","=""3.0157e+05""","=""7.4323e-03""","=""6.2743e-01""","=""-1.82785""",AAA,"=""0.88841439755""","=""[0.9594879398]""","=""3p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,
"=""""","=""""","=""1282.148763""","=""0.000007""","=""""","=""7799.40697""","=""""","=""1.6378e+06""","=""4.0364e-02""","=""3.4075e+00""","=""-1.09298""",AAA,"=""0.88841449324""","=""0.9594879191""","=""3s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,
"=""1282.1578""","=""0.0008""","=""1282.1576""","=""0.0010""","=""0.0002""","=""7799.352""","=""32000""","=""2.2008e+06""","=""1.5066e-01""","=""1.1447e+02""","=""0.43328""",AAA,"=""0.88841524""","=""0.95948818""","=""3""","=""""","=""""","=""5""","=""""","=""""",18,50,,
"=""""","=""""","=""1282.159706""","=""0.000003""","=""""","=""7799.340402""","=""""","=""4.2394e+06""","=""1.5672e-01""","=""2.6462e+01""","=""-0.20280""",AAA,"=""0.88841538384""","=""(0.9594882030874)""","=""3d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,
"=""""","=""""","=""1282.159742""","=""0.000004""","=""""","=""7799.340185""","=""""","=""3.3915e+06""","=""1.2538e-01""","=""2.1169e+01""","=""-0.29971""",AAA,"=""0.88841538546""","=""[0.95948820273]""","=""3p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,
"=""""","=""""","=""1282.160980""","=""0.000007""","=""""","=""7799.33266""","=""""","=""1.4954e+04""","=""3.6855e-04""","=""6.2227e-02""","=""-2.83144""",AAA,"=""0.88841538384""","=""0.9594881325""","=""3d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""3/2""",4,4,,
"=""""","=""""","=""1282.161025""","=""0.000004""","=""""","=""7799.332382""","=""""","=""5.6525e+05""","=""1.3931e-02""","=""2.3521e+00""","=""-1.25396""",AAA,"=""0.88841538546""","=""0.95948813163""","=""3p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,
"=""""","=""""","=""1282.164486""","=""0.000007""","=""""","=""7799.31133""","=""""","=""6.0320e+05""","=""7.4332e-03""","=""1.2550e+00""","=""-1.52676""",AAA,"=""0.88841538546""","=""[0.9594879398]""","=""3p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,
"=""""","=""""","=""1282.164830""","=""0.000007""","=""""","=""7799.30924""","=""""","=""1.4956e+05""","=""1.8430e-03""","=""3.1118e-01""","=""-2.13241""",AAA,"=""0.88841538384""","=""0.9594879191""","=""3d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",4,2,,
"=""""","=""""","=""1282.165011""","=""0.000008""","=""""","=""7799.30813""","=""""","=""4.5421e+06""","=""1.4926e-01""","=""3.7802e+01""","=""-0.04791""",AAA,"=""0.88841571311""","=""0.9594882383""","=""3d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,
"=""""","=""""","=""1282.1656465""","=""0.0000012""","=""""","=""7799.304269""","=""""","=""3.0281e+05""","=""7.4630e-03""","=""1.8901e+00""","=""-1.34893""",AAA,"=""0.88841571311""","=""(0.9594882030874)""","=""3d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,
"=""""","=""""","=""1282.166920""","=""0.000007""","=""""","=""7799.29652""","=""""","=""1.3459e+05""","=""2.2114e-03""","=""5.6007e-01""","=""-1.87718""",AAA,"=""0.88841571311""","=""0.9594881325""","=""3d""","=""2D""","=""5/2""","=""5p""","=""2P*""","=""3/2""",6,4,,
"=""""","=""""","=""1519.6013""","=""0.0009""","=""""","=""6580.674""","=""""","=""1.1784e+03""","=""1.0198e-03""","=""1.6324e+00""","=""-1.48635""",AAA,"=""0.93700036""","=""[0.996967867]""","=""4""","=""""","=""""","=""20""","=""""","=""""",32,800,,
"=""""","=""""","=""1526.4725""","=""0.0009""","=""""","=""6551.052""","=""""","=""1.5289e+03""","=""1.2049e-03""","=""1.9376e+00""","=""-1.41389""",AAA,"=""0.93700036""","=""[0.996697931]""","=""4""","=""""","=""""","=""19""","=""""","=""""",32,722,,
"=""""","=""""","=""1534.5999""","=""0.0009""","=""""","=""6516.356""","=""""","=""2.0128e+03""","=""1.4389e-03""","=""2.3261e+00""","=""-1.33682""",AAA,"=""0.93700036""","=""[0.996381766]""","=""4""","=""""","=""""","=""18""","=""""","=""""",32,648,,
"=""""","=""""","=""1544.3156""","=""0.0010""","=""""","=""6475.360""","=""""","=""2.6935e+03""","=""1.7393e-03""","=""2.8296e+00""","=""-1.25447""",AAA,"=""0.93700036""","=""[0.996008181]""","=""4""","=""""","=""""","=""17""","=""""","=""""",32,578,,
"=""1556.046""","=""0.006""","=""1556.0716""","=""0.0015""","=""-0.026""","=""6426.545""","=""800""","=""3.6714e+03""","=""2.1322e-03""","=""3.4952e+00""","=""-1.16602""",AAA,"=""0.93700036""","=""[0.995562381]""","=""4""","=""""","=""""","=""16""","=""""","=""""",32,512,,
"=""""","=""""","=""1570.4969""","=""0.0015""","=""""","=""6367.411""","=""(800)""","=""5.1106e+03""","=""2.6572e-03""","=""4.3961e+00""","=""-1.07042""",AAA,"=""0.93700036""","=""[0.995024479]""","=""4""","=""""","=""""","=""15""","=""""","=""""",32,450,,
"=""""","=""""","=""1588.4898""","=""0.0013""","=""""","=""6295.288""","=""(1000)""","=""7.2879e+03""","=""3.3769e-03""","=""5.6508e+00""","=""-0.96633""",AAA,"=""0.93700036""","=""[0.994367240]""","=""4""","=""""","=""""","=""14""","=""""","=""""",32,392,,
"=""""","=""""","=""1611.3731""","=""0.0013""","=""""","=""6205.887""","=""(1200)""","=""1.0689e+04""","=""4.3945e-03""","=""7.4595e+00""","=""-0.85194""",AAA,"=""0.93700036""","=""[0.993552563]""","=""4""","=""""","=""""","=""13""","=""""","=""""",32,338,,
"=""1641.136""","=""0.013""","=""1641.1692""","=""0.0016""","=""-0.033""","=""6093.34""","=""1400""","=""1.6205e+04""","=""5.8887e-03""","=""1.0181e+01""","=""-0.72483""",AAA,"=""0.93700036""","=""0.992525835""","=""4""","=""""","=""""","=""12""","=""""","=""""",32,288,,
"=""1681.110""","=""0.003""","=""1681.1129""","=""0.0017""","=""-0.003""","=""5948.450""","=""1600""","=""2.5565e+04""","=""8.1908e-03""","=""1.4505e+01""","=""-0.58152""",AAA,"=""0.93700036""","=""0.991206536""","=""4""","=""""","=""""","=""11""","=""""","=""""",32,242,,
"=""1736.6885""","=""0.0021""","=""1736.6868""","=""0.0018""","=""0.0016""","=""5758.085""","=""3100""","=""4.2347e+04""","=""1.1966e-02""","=""2.1892e+01""","=""-0.41689""",AAA,"=""0.93700036""","=""0.989471939""","=""4""","=""""","=""""","=""10""","=""""","=""""",32,200,,
"=""1817.920""","=""0.004""","=""1817.9104""","=""0.0020""","=""0.010""","=""5500.790""","=""2800""","=""7.4593e+04""","=""1.8708e-02""","=""3.5826e+01""","=""-0.22283""",AAA,"=""0.93700036""","=""0.987127529""","=""4""","=""""","=""""","=""9""","=""""","=""""",32,162,,
"=""""","=""""","=""1875.580357""","=""0.000004""","=""""","=""5331.683050""","=""""","=""5.8647e+06""","=""6.1859e-01""","=""7.6392e+01""","=""0.09243""",AAA,"=""0.88841439755""","=""0.93700026843""","=""3p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,
"=""""","=""""","=""1875.5840276""","=""0.0000025""","=""""","=""5331.672617""","=""""","=""3.0650e+06""","=""3.2329e-01""","=""3.9924e+01""","=""-0.18938""",AAA,"=""0.88841449324""","=""0.937000269041""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,
"=""""","=""""","=""1875.5948609""","=""0.0000025""","=""""","=""5331.641821""","=""""","=""6.1182e+05""","=""3.2267e-02""","=""3.9848e+00""","=""-1.19021""",AAA,"=""0.88841439755""","=""0.936999892721""","=""3p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,
"=""""","=""""","=""1875.6001165""","=""0.0000025""","=""""","=""5331.626881""","=""""","=""3.0652e+06""","=""1.6166e-01""","=""1.9964e+01""","=""-0.49038""",AAA,"=""0.88841449324""","=""0.936999852273""","=""3s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,
"=""""","=""""","=""1875.613071""","=""0.000018""","=""""","=""5331.59006""","=""""","=""1.2869e+07""","=""1.0181e+00""","=""2.5145e+02""","=""0.60984""",AAA,"=""0.88841538384""","=""0.9370004073""","=""3d""","=""2D""","=""3/2""","=""4f""","=""2F*""","=""5/2""",4,6,,
"=""""","=""""","=""1875.6131346""","=""0.0000025""","=""""","=""5331.589876""","=""""","=""7.0376e+06""","=""5.5675e-01""","=""1.3751e+02""","=""0.34772""",AAA,"=""0.88841538546""","=""0.937000407277""","=""3p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,
"=""""","=""""","=""1875.618409""","=""0.000007""","=""""","=""5331.574885""","=""""","=""3.4754e+04""","=""1.8330e-03""","=""4.5272e-01""","=""-2.13479""",AAA,"=""0.88841538384""","=""0.937000269041""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""3/2""",4,4,,
"=""""","=""""","=""1875.618495""","=""0.000004""","=""""","=""5331.574639""","=""""","=""1.1729e+06""","=""6.1860e-02""","=""1.5279e+01""","=""-0.60653""",AAA,"=""0.88841538546""","=""0.93700026843""","=""3p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,
"=""""","=""""","=""1875.623108""","=""0.000005""","=""""","=""5331.561525""","=""""","=""1.3788e+07""","=""9.6959e-01""","=""3.5922e+02""","=""0.76474""",AAA,"=""0.88841571311""","=""0.93700047657""","=""3d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""7/2""",6,8,,
"=""""","=""""","=""1875.625782""","=""0.000018""","=""""","=""5331.55392""","=""""","=""9.1919e+05""","=""4.8479e-02""","=""1.7961e+01""","=""-0.53629""",AAA,"=""0.88841571311""","=""0.9370004073""","=""3d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""5/2""",6,6,,
"=""""","=""""","=""1875.6311200""","=""0.0000025""","=""""","=""5331.538752""","=""""","=""3.1280e+05""","=""1.0998e-02""","=""4.0748e+00""","=""-1.18052""",AAA,"=""0.88841571311""","=""0.937000269041""","=""3d""","=""2D""","=""5/2""","=""4p""","=""2P*""","=""3/2""",6,4,,
"=""""","=""""","=""1875.6329991""","=""0.0000025""","=""""","=""5331.533410""","=""""","=""1.2238e+06""","=""3.2273e-02""","=""7.9711e+00""","=""-0.88911""",AAA,"=""0.88841538546""","=""0.936999892721""","=""3p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,
"=""""","=""""","=""1875.634498""","=""0.000007""","=""""","=""5331.529149""","=""""","=""3.4759e+05""","=""9.1662e-03""","=""2.2640e+00""","=""-1.43575""",AAA,"=""0.88841538384""","=""0.936999852273""","=""3d""","=""2D""","=""3/2""","=""4p""","=""2P*""","=""1/2""",4,2,,
"=""1875.64""","=""0.10""","=""1875.6096""","=""0.0025""","=""0.03""","=""5331.5""","=""(51000)""","=""8.9860e+06""","=""8.4254e-01""","=""9.3644e+02""","=""1.18086""",AAA,"=""0.88841524""","=""0.93700036""","=""3""","=""""","=""""","=""4""","=""""","=""""",18,32,,
"=""""","=""""","=""1945.0890""","=""0.0023""","=""""","=""5141.153""","=""(4500)""","=""1.4242e+05""","=""3.2309e-02""","=""6.6201e+01""","=""0.01447""",AAA,"=""0.93700036""","=""0.983849989""","=""4""","=""""","=""""","=""8""","=""""","=""""",32,128,,
"=""2166.1178""","=""0.0023""","=""2166.121""","=""0.003""","=""-0.003""","=""4616.554""","=""8000""","=""3.0415e+05""","=""6.5521e-02""","=""1.4952e+02""","=""0.32153""",AAA,"=""0.93700036""","=""0.979069427""","=""4""","=""""","=""""","=""7""","=""""","=""""",32,98,,
"=""""","=""""","=""2431.362""","=""0.003""","=""""","=""4112.921""","=""""","=""9.7511e+02""","=""1.3825e-03""","=""5.5327e+00""","=""-1.16036""",AAA,"=""0.95948818""","=""[0.996967867]""","=""5""","=""""","=""""","=""20""","=""""","=""""",50,800,,
"=""""","=""""","=""2449.000""","=""0.003""","=""""","=""4083.298""","=""""","=""1.2683e+03""","=""1.6465e-03""","=""6.6371e+00""","=""-1.08446""",AAA,"=""0.95948818""","=""[0.996697931]""","=""5""","=""""","=""""","=""19""","=""""","=""""",50,722,,
"=""""","=""""","=""2469.988""","=""0.003""","=""""","=""4048.603""","=""""","=""1.6747e+03""","=""1.9849e-03""","=""8.0694e+00""","=""-1.00330""",AAA,"=""0.95948818""","=""[0.996381766]""","=""5""","=""""","=""""","=""18""","=""""","=""""",50,648,,
"=""""","=""""","=""2495.2545""","=""0.0025""","=""""","=""4007.607""","=""""","=""2.2490e+03""","=""2.4265e-03""","=""9.9656e+00""","=""-0.91606""",AAA,"=""0.95948818""","=""[0.996008181]""","=""5""","=""""","=""""","=""17""","=""""","=""""",50,578,,
"=""""","=""""","=""2526.091""","=""0.004""","=""""","=""3958.686""","=""(400)""","=""3.0788e+03""","=""3.0156e-03""","=""1.2538e+01""","=""-0.82166""",AAA,"=""0.95948818""","=""[0.995562381]""","=""5""","=""""","=""""","=""16""","=""""","=""""",50,512,,
"=""""","=""""","=""2564.327""","=""0.005""","=""""","=""3899.658""","=""(480)""","=""4.3084e+03""","=""3.8221e-03""","=""1.6132e+01""","=""-0.71873""",AAA,"=""0.95948818""","=""[0.995024479]""","=""5""","=""""","=""""","=""15""","=""""","=""""",50,450,,
"=""""","=""""","=""2612.648""","=""0.004""","=""""","=""3827.535""","=""(580)""","=""6.1848e+03""","=""4.9613e-03""","=""2.1335e+01""","=""-0.60544""",AAA,"=""0.95948818""","=""[0.994367240]""","=""5""","=""""","=""""","=""14""","=""""","=""""",50,392,,
"=""""","=""""","=""2625.8342639""","=""0.0000010""","=""""","=""3808.3134711""","=""""","=""7.1849e+05""","=""1.4854e-01""","=""2.5681e+01""","=""-0.52713""",AAA,"=""0.936999852273""","=""[0.971703758118]""","=""4p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,
"=""""","=""""","=""2625.8373091""","=""0.0000007""","=""""","=""3808.3090545""","=""""","=""4.4561e+05""","=""9.2125e-02""","=""1.5928e+01""","=""-0.73459""",AAA,"=""0.936999892721""","=""[0.971703758319]""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,
"=""""","=""""","=""2625.8426841""","=""0.0000006""","=""""","=""3808.3012591""","=""""","=""1.1942e+05""","=""1.2344e-02""","=""2.1343e+00""","=""-1.60750""",AAA,"=""0.936999852273""","=""0.971703646834""","=""4p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,
"=""""","=""""","=""2625.8466529""","=""0.0000007""","=""""","=""3808.2955031""","=""""","=""4.4563e+05""","=""4.6065e-02""","=""7.9642e+00""","=""-1.03560""",AAA,"=""0.936999892721""","=""[0.971703634829]""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,
"=""""","=""""","=""2625.862640""","=""0.000006""","=""""","=""3808.272318""","=""""","=""1.2012e+06""","=""1.8626e-01""","=""6.4404e+01""","=""-0.12783""",AAA,"=""0.93700026843""","=""(0.9717037992530)""","=""4d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,
"=""""","=""""","=""2625.8626846""","=""0.0000007""","=""""","=""3808.2722522""","=""""","=""8.6219e+05""","=""1.3369e-01""","=""4.6228e+01""","=""-0.27184""",AAA,"=""0.937000269041""","=""0.971703799272""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,
"=""""","=""""","=""2625.865737""","=""0.000006""","=""""","=""3808.267826""","=""""","=""9.4169e+03""","=""9.7344e-04""","=""3.3660e-01""","=""-2.40963""",AAA,"=""0.93700026843""","=""[0.971703758319]""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,
"=""""","=""""","=""2625.8657986""","=""0.0000007""","=""""","=""3808.2677361""","=""""","=""1.4370e+05""","=""1.4855e-02""","=""5.1365e+00""","=""-1.22608""",AAA,"=""0.937000269041""","=""[0.971703758118]""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,
"=""2625.871""","=""0.021""","=""2625.868""","=""0.004""","=""0.003""","=""3808.26""","=""(9000)""","=""7.7110e+05""","=""1.7935e-01""","=""4.9613e+02""","=""0.75884""",AAA,"=""0.93700036""","=""0.971703813""","=""4""","=""""","=""""","=""6""","=""""","=""""",32,72,,
"=""""","=""""","=""2625.8715885""","=""0.0000007""","=""""","=""3808.2593390""","=""""","=""1.2870e+06""","=""1.7739e-01""","=""9.2007e+01""","=""0.02707""",AAA,"=""0.937000407277""","=""(0.9717038198343)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,
"=""""","=""""","=""2625.87159""","=""0.00003""","=""""","=""3808.25933""","=""""","=""1.3238e+06""","=""1.8246e-01""","=""9.4638e+01""","=""0.03932""",AAA,"=""0.9370004073""","=""(0.9717038197954)""","=""4f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,
"=""""","=""""","=""2625.8731458""","=""0.0000007""","=""""","=""3808.2570805""","=""""","=""8.5799e+04""","=""8.8693e-03""","=""4.6003e+00""","=""-1.27396""",AAA,"=""0.937000407277""","=""(0.9717037992530)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,
"=""""","=""""","=""2625.87315""","=""0.00003""","=""""","=""3808.25708""","=""""","=""1.0214e+03""","=""1.0558e-04""","=""5.4765e-02""","=""-3.19825""",AAA,"=""0.9370004073""","=""0.971703799272""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,
"=""""","=""""","=""2625.8742190""","=""0.0000007""","=""""","=""3808.2555241""","=""""","=""2.3885e+05""","=""1.2345e-02""","=""4.2688e+00""","=""-1.30644""",AAA,"=""0.937000269041""","=""0.971703646834""","=""4p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,
"=""""","=""""","=""2625.875081""","=""0.000006""","=""""","=""3808.254274""","=""""","=""9.4181e+04""","=""4.8679e-03""","=""1.6833e+00""","=""-1.71060""",AAA,"=""0.93700026843""","=""[0.971703634829]""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,
"=""""","=""""","=""2625.875900""","=""0.000009""","=""""","=""3808.253086""","=""""","=""1.3728e+06""","=""1.7739e-01""","=""1.2268e+02""","=""0.15201""",AAA,"=""0.93700047657""","=""(0.9717038321443)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,
"=""""","=""""","=""2625.8762431""","=""0.0000007""","=""""","=""3808.2525885""","=""""","=""8.4755e+04""","=""5.8409e-03""","=""3.0296e+00""","=""-1.45537""",AAA,"=""0.937000407277""","=""[0.971703758319]""","=""4d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,
"=""""","=""""","=""2625.87626""","=""0.00003""","=""""","=""3808.25256""","=""""","=""2.1451e+04""","=""1.4783e-03""","=""7.6677e-01""","=""-2.05209""",AAA,"=""0.9370004073""","=""[0.971703758118]""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,
"=""""","=""""","=""2625.876834""","=""0.000009""","=""""","=""3808.251731""","=""""","=""4.9028e+04""","=""5.0682e-03""","=""3.5050e+00""","=""-1.39206""",AAA,"=""0.93700047657""","=""(0.9717038197954)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,
"=""""","=""""","=""2625.878387""","=""0.000009""","=""""","=""3808.249479""","=""""","=""2.0429e+04""","=""1.5839e-03""","=""1.0954e+00""","=""-1.89719""",AAA,"=""0.93700047657""","=""0.971703799272""","=""4f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,
"=""""","=""""","=""2675.131""","=""0.004""","=""""","=""3738.134""","=""(700)""","=""9.1481e+03""","=""6.6338e-03""","=""2.9209e+01""","=""-0.47927""",AAA,"=""0.95948818""","=""[0.993552563]""","=""5""","=""""","=""""","=""13""","=""""","=""""",50,338,,
"=""""","=""""","=""2758.268""","=""0.005""","=""""","=""3625.464""","=""(900)""","=""1.4024e+04""","=""9.2122e-03""","=""4.1823e+01""","=""-0.33666""",AAA,"=""0.95948818""","=""0.992525835""","=""5""","=""""","=""""","=""12""","=""""","=""""",50,288,,
"=""""","=""""","=""2872.996""","=""0.006""","=""""","=""3480.688""","=""(1100)""","=""2.2460e+04""","=""1.3450e-02""","=""6.3599e+01""","=""-0.17232""",AAA,"=""0.95948818""","=""0.991206536""","=""5""","=""""","=""""","=""11""","=""""","=""""",50,242,,
"=""""","=""""","=""3039.202""","=""0.006""","=""""","=""3290.337""","=""(1400)""","=""3.7999e+04""","=""2.1044e-02""","=""1.0527e+02""","=""0.02211""",AAA,"=""0.95948818""","=""0.989471939""","=""5""","=""""","=""""","=""10""","=""""","=""""",50,200,,
"=""3296.98""","=""0.22""","=""3296.991""","=""0.007""","=""-0.01""","=""3033.08""","=""(1800)""","=""6.9078e+04""","=""3.6467e-02""","=""1.9789e+02""","=""0.26087""",AAA,"=""0.95948818""","=""0.987127529""","=""5""","=""""","=""""","=""9""","=""""","=""""",50,162,,
"=""""","=""""","=""3606.9708""","=""0.0025""","=""""","=""2772.4095""","=""""","=""8.4239e+02""","=""1.8253e-03""","=""1.5604e+01""","=""-0.88134""",AAA,"=""0.971703813""","=""[0.996967867]""","=""6""","=""""","=""""","=""20""","=""""","=""""",72,800,,
"=""""","=""""","=""3645.926""","=""0.003""","=""""","=""2742.7874""","=""""","=""1.0993e+03""","=""2.1963e-03""","=""1.8979e+01""","=""-0.80097""",AAA,"=""0.971703813""","=""[0.996697931]""","=""6""","=""""","=""""","=""19""","=""""","=""""",72,722,,
"=""""","=""""","=""3692.636""","=""0.003""","=""""","=""2708.0923""","=""""","=""1.4571e+03""","=""2.6803e-03""","=""2.3457e+01""","=""-0.71449""",AAA,"=""0.971703813""","=""[0.996381766]""","=""6""","=""""","=""""","=""18""","=""""","=""""",72,648,,
"=""3740.576""","=""0.017""","=""3740.555""","=""0.008""","=""0.021""","=""2673.385""","=""2500""","=""1.3877e+05""","=""7.4503e-02""","=""4.5868e+02""","=""0.57115""",AAA,"=""0.95948818""","=""0.983849989""","=""5""","=""""","=""""","=""8""","=""""","=""""",50,128,,
"=""""","=""""","=""3749.396""","=""0.003""","=""""","=""2667.0961""","=""""","=""1.9660e+03""","=""3.3256e-03""","=""2.9552e+01""","=""-0.62080""",AAA,"=""0.971703813""","=""[0.996008181]""","=""6""","=""""","=""""","=""17""","=""""","=""""",72,578,,
"=""""","=""""","=""3819.454""","=""0.004""","=""""","=""2618.175""","=""(140)""","=""2.7068e+03""","=""4.2089e-03""","=""3.8100e+01""","=""-0.51850""",AAA,"=""0.971703813""","=""[0.995562381]""","=""6""","=""""","=""""","=""16""","=""""","=""""",72,512,,
"=""""","=""""","=""3907.552""","=""0.005""","=""""","=""2559.147""","=""(170)""","=""3.8151e+03""","=""5.4570e-03""","=""5.0538e+01""","=""-0.40572""",AAA,"=""0.971703813""","=""[0.995024479]""","=""6""","=""""","=""""","=""15""","=""""","=""""",72,450,,
"=""""","=""""","=""4020.871""","=""0.004""","=""""","=""2487.024""","=""(200)""","=""5.5265e+03""","=""7.2912e-03""","=""6.9483e+01""","=""-0.27987""",AAA,"=""0.971703813""","=""[0.994367240]""","=""6""","=""""","=""""","=""14""","=""""","=""""",72,392,,
"=""""","=""""","=""4052.18664""","=""0.00004""","=""""","=""2467.803411""","=""""","=""1.2381e+06""","=""6.0957e-01""","=""1.6264e+02""","=""0.08605""",AAA,"=""0.936999852273""","=""0.95948813163""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,
"=""""","=""""","=""4052.19376""","=""0.00007""","=""""","=""2467.79907""","=""""","=""7.3716e+05""","=""3.6293e-01""","=""9.6833e+01""","=""-0.13914""",AAA,"=""0.936999892721""","=""0.9594881325""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,
"=""""","=""""","=""4052.22121""","=""0.00007""","=""""","=""2467.78236""","=""""","=""2.1503e+05""","=""5.2935e-02""","=""1.4124e+01""","=""-0.97523""",AAA,"=""0.936999852273""","=""[0.9594879398]""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,
"=""""","=""""","=""4052.23222""","=""0.00007""","=""""","=""2467.77565""","=""""","=""7.3721e+05""","=""1.8148e-01""","=""4.8421e+01""","=""-0.44013""",AAA,"=""0.936999892721""","=""0.9594879191""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,
"=""""","=""""","=""4052.248747""","=""0.000013""","=""""","=""2467.765585""","=""""","=""2.4121e+06""","=""8.9071e-01""","=""4.7530e+02""","=""0.55180""",AAA,"=""0.93700026843""","=""(0.9594882030874)""","=""4d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,
"=""""","=""""","=""4052.24892""","=""0.00004""","=""""","=""2467.765479""","=""""","=""1.4858e+06""","=""5.4866e-01""","=""2.9277e+02""","=""0.34136""",AAA,"=""0.937000269041""","=""[0.95948820273]""","=""4p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,
