element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
O,4,"=""""","=""""","=""700.411""","=""""","=""""","=""8.90e+06""","=""6.55e-02""","=""6.04e+00""",B,"=""4.128691""","=""4.258760""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""701.632""","=""""","=""""","=""6.55e+06""","=""1.61e-02""","=""1.12e+00""",C+,"=""3.3396885""","=""3.4695308""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s2.2p.(2P*).4d""","=""3P*""","=""0""",3,1,,"=""T5376LS""","=""""",
O,1,"=""""","=""""","=""701.7300""","=""""","=""""","=""3.22e+04""","=""7.93e-05""","=""5.50e-03""",C,"=""0.90835982""","=""1.03818408""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""0""",3,1,,"=""T5713LS""","=""""",
O,1,"=""""","=""""","=""702.0327""","=""""","=""""","=""8.05e+03""","=""5.95e-05""","=""4.13e-03""",C,"=""0.90835982""","=""1.03812810""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""",3,3,,"=""T5713LS""","=""""",
O,1,"=""""","=""""","=""702.0367""","=""""","=""""","=""1.34e+04""","=""5.94e-05""","=""6.87e-03""",C,"=""0.90836056""","=""1.03812810""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""",5,3,,"=""T5713LS""","=""""",
O,1,"=""""","=""""","=""702.0495""","=""""","=""""","=""1.07e+04""","=""2.37e-04""","=""5.49e-03""",C,"=""0.90836292""","=""1.03812810""","=""2s2.2p3.(4S*).4p""","=""3P""","=""0""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""",1,3,,"=""T5713LS""","=""""",
O,1,"=""""","=""""","=""702.5475""","=""""","=""""","=""8.03e+03""","=""9.91e-05""","=""6.88e-03""",C,"=""0.90835982""","=""1.03803302""","=""2s2.2p3.(4S*).4p""","=""3P""","=""1""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""",3,5,,"=""T5713LS""","=""""",
O,1,"=""""","=""""","=""702.5515""","=""""","=""""","=""2.41e+04""","=""1.78e-04""","=""2.06e-02""",C,"=""0.90836056""","=""1.03803302""","=""2s2.2p3.(4S*).4p""","=""3P""","=""2""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""",5,5,,"=""T5713LS""","=""""",
O,3,"=""""","=""""","=""702.573""","=""""","=""""","=""1.63e+06""","=""1.21e-02""","=""8.38e-01""",C+,"=""3.3396885""","=""3.4693570""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s2.2p.(2P*).4d""","=""3P*""","=""1""",3,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""703.137""","=""""","=""""","=""6.51e+04""","=""8.05e-04""","=""5.59e-02""",C+,"=""3.3396885""","=""3.4692530""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""",3,5,,"=""T5376LS""","=""""",
O,4,"=""""","=""""","=""703.234""","=""""","=""""","=""3.90e+07""","=""5.79e-01""","=""2.68e+01""",B,"=""4.427133""","=""4.556680""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""705.362""","=""""","=""""","=""3.86e+07""","=""2.88e-01""","=""1.34e+01""",B,"=""4.427133""","=""4.556289""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""706.130""","=""""","=""""","=""3.48e+06""","=""1.30e-02""","=""1.21e+00""",B,"=""4.128691""","=""4.257707""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""707.912""","=""""","=""""","=""4.78e+06""","=""2.16e-02""","=""2.51e+00""",C+,"=""3.3406664""","=""3.4693570""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""","=""2s2.2p.(2P*).4d""","=""3P*""","=""1""",5,3,,"=""T5376LS""","=""""",
O,2,"=""708.3975""","=""""","=""708.3962""","=""""","=""11""","=""2.28e+06""","=""1.72e-02""","=""1.60e+00""",D,"=""2.13603545""","=""2.2646380""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""",
O,3,"=""""","=""""","=""708.484""","=""""","=""""","=""9.54e+05""","=""7.18e-03""","=""8.38e-01""",C+,"=""3.3406664""","=""3.4692530""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""",5,5,,"=""T5376LS""","=""""",
O,2,"=""711.0083""","=""""","=""711.0078""","=""""","=""16""","=""2.03e+07""","=""1.03e-01""","=""1.44e+01""",D,"=""2.13650783""","=""2.2646380""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",6,4,,"=""T5723LS""","=""L10621""",
O,2,"=""712.8885""","=""""","=""712.8865""","=""""","=""13""","=""2.24e+07""","=""8.54e-02""","=""8.02e+00""",D,"=""2.13603545""","=""2.2638280""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",4,2,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""713.0400""","=""""","=""""","=""""","=""""","=""""",,"=""2.11835621""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",6,4,,"=""""","=""L11267""",
O,2,"=""714.4478""","=""""","=""714.4509""","=""""","=""12""","=""""","=""""","=""""",,"=""2.11835621""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,2,"=""715.1087""","=""""","=""715.1079""","=""""","=""12""","=""""","=""""","=""""",,"=""2.3019360""","=""2.4293316""","=""2s2.2p2.(1D).3d""","=""2G""","=""9/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""7/2""",10,8,,"=""""","=""L10621""",
O,2,"=""715.6090""","=""""","=""715.6085""","=""""","=""11""","=""""","=""""","=""""",,"=""2.3019468""","=""2.4292532""","=""2s2.2p2.(1D).3d""","=""2G""","=""7/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""5/2""",8,6,,"=""""","=""L10621""",
O,4,"=""""","=""""","=""715.622""","=""""","=""""","=""3.58e+04""","=""2.75e-04""","=""3.89e-02""",B,"=""5.20143""","=""5.32873""","=""2s.2p.(1P*).3d""","=""2F*""","=""5/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",6,6,,"=""T5109LS""","=""""",
O,1,"=""715.670""","=""""","=""715.6701""","=""""","=""210""","=""5.05e+07""","=""3.88e-01""","=""4.57e+01""",B,"=""0.93552522""","=""1.06282073""","=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""1D""","=""2""",5,5,,"=""T5713""","=""L3760""",
O,4,"=""""","=""""","=""715.9""","=""""","=""""","=""7.16e+05""","=""4.13e-03""","=""7.79e-01""",B,"=""5.20148""","=""5.32873""","=""2s.2p.(1P*).3d""","=""2F*""","=""7/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",8,6,,"=""T5109LS""","=""""",
O,2,"=""716.7833""","=""""","=""716.7836""","=""""","=""7""","=""""","=""""","=""""",,"=""2.11902348""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",4,4,,"=""""","=""L10621""",
O,2,"=""718.2091""","=""""","=""718.2094""","=""""","=""6""","=""""","=""""","=""""",,"=""2.11902348""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",4,6,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""719.025""","=""""","=""""","=""5.11e+06""","=""2.83e-02""","=""4.69e+00""",C+,"=""3.3425514""","=""3.4692530""","=""2s2.2p.(2P*).4p""","=""3D""","=""3""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""",7,5,,"=""T5376LS""","=""""",
O,2,"=""720.2206""","=""""","=""720.2198""","=""""","=""9""","=""""","=""""","=""""",,"=""2.11962987""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",2,4,,"=""""","=""L10621""",
O,2,"=""722.9142""","=""""","=""722.9137""","=""""","=""16""","=""""","=""""","=""""",,"=""2.11835621""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",6,4,,"=""""","=""L10621""",
O,2,"=""725.2717""","=""""","=""725.2717""","=""""","=""12""","=""""","=""""","=""""",,"=""2.11902348""","=""2.24463378""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",4,2,,"=""""","=""L10621""",
O,2,"=""""","=""""","=""725.287""","=""""","=""""","=""3.31e+05""","=""3.92e-03""","=""3.74e-01""",D,"=""2.13603545""","=""2.2616431""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",4,6,,"=""T5723LS""","=""""",
O,1,"=""725.415""","=""""","=""725.4154""","=""""","=""400""","=""2.24e+06""","=""1.77e-02""","=""1.27e+00""",C+,"=""0.80766134""","=""0.93324677""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""","=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",3,3,,"=""T5713LS""","=""L3760""",
O,1,"=""725.445""","=""""","=""725.4448""","=""""","=""450""","=""3.73e+06""","=""1.77e-02""","=""2.11e+00""",C+,"=""0.80766643""","=""0.93324677""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""","=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",5,3,,"=""T5713LS""","=""L3760""",
O,1,"=""725.453""","=""""","=""725.4531""","=""""","=""320""","=""7.45e+05""","=""1.76e-02""","=""4.22e-01""",C+,"=""0.80766786""","=""0.93324677""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""","=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",1,3,,"=""T5713LS""","=""L3760""",
O,2,"=""725.9282""","=""""","=""725.9280""","=""""","=""10""","=""""","=""""","=""""",,"=""2.12062452""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",2,4,,"=""""","=""L10621""",
O,2,"=""726.7630""","=""""","=""726.7620""","=""""","=""9""","=""""","=""""","=""""",,"=""2.11902348""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",4,4,,"=""""","=""L10621""",
O,4,"=""""","=""""","=""727.072""","=""""","=""""","=""7.17e+05""","=""3.79e-03""","=""5.45e-01""",B,"=""5.20143""","=""5.32673""","=""2s.2p.(1P*).3d""","=""2F*""","=""5/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,2,"=""727.7438""","=""""","=""727.7426""","=""""","=""12""","=""""","=""""","=""""",,"=""2.12093744""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",4,4,,"=""""","=""L10621""",
O,2,"=""727.8258""","=""""","=""727.8264""","=""""","=""10""","=""""","=""""","=""""",,"=""2.12095184""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",6,4,,"=""""","=""L10621""",
O,2,"=""728.0257""","=""""","=""728.0251""","=""""","=""11""","=""4.59e+06""","=""3.65e-02""","=""5.25e+00""",D,"=""2.13650783""","=""2.2616431""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",6,6,,"=""T5723LS""","=""L10621""",
O,2,"=""728.7894""","=""""","=""728.7900""","=""""","=""10""","=""""","=""""","=""""",,"=""2.11962987""","=""2.24463378""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",2,2,,"=""""","=""L10621""",
O,2,"=""729.2129""","=""""","=""729.2124""","=""""","=""9""","=""""","=""""","=""""",,"=""2.12093744""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",4,6,,"=""""","=""L10621""",
O,2,"=""729.2962""","=""""","=""729.2965""","=""""","=""11""","=""""","=""""","=""""",,"=""2.12095184""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,2,"=""729.6310""","=""""","=""729.6294""","=""""","=""14""","=""""","=""""","=""""",,"=""2.12100883""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",8,6,,"=""""","=""L10621""",
O,2,"=""729.8112""","=""""","=""729.8117""","=""""","=""5""","=""""","=""""","=""""",,"=""2.3127265""","=""2.4375554""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""","=""2s2.2p2.(1D).4p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L10621""",
O,2,"=""""","=""""","=""730.2947""","=""""","=""""","=""""","=""""","=""""",,"=""2.11962987""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",2,4,,"=""""","=""L11267""",
O,2,"=""730.4170""","=""""","=""730.4180""","=""""","=""7""","=""""","=""""","=""""",,"=""2.12139596""","=""2.24612125""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",6,4,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""730.685""","=""""","=""""","=""1.87e+07""","=""4.49e-01""","=""1.08e+01""",C+,"=""3.2508204""","=""3.3755001""","=""2s2.2p.(2P*).4s""","=""3P*""","=""0""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",1,3,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""730.712""","=""""","=""""","=""1.41e+07""","=""1.88e-01""","=""1.36e+01""",C+,"=""3.2518107""","=""3.3764858""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",3,5,,"=""T5376LS""","=""""",
O,2,"=""731.3114""","=""""","=""731.3119""","=""""","=""1""","=""""","=""""","=""""",,"=""2.3127046""","=""2.4372774""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""","=""2s2.2p2.(1D).4p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L10621""",
O,2,"=""""","=""""","=""731.892""","=""""","=""""","=""5.19e-02""","=""1.39e-10""","=""1.95e+00""",B,"=""0.2443157""","=""0.3687898""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p3""","=""2P*""","=""1/2""",6,2,E2,"=""T5047,T4644""","=""L11267""",
O,2,"=""731.8987""","=""""","=""731.8986""","=""""","=""10""","=""""","=""""","=""""",,"=""2.12139596""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,2,"=""731.992""","=""""","=""731.999""","=""""","=""""","=""9.07e-02""","=""4.86e-10""","=""6.82e+00""",B,"=""0.2443157""","=""0.3687716""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p3""","=""2P*""","=""3/2""",6,4,E2,"=""T5047,T4644""","=""L3452""",
O,2,"=""""","=""""","=""731.999""","=""""","=""""","=""8.37e-03""","=""4.48e-11""","=""4.87e-04""",B,"=""0.2443157""","=""0.3687716""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p3""","=""2P*""","=""3/2""",6,4,M1,"=""T5047,T4644""","=""""",
O,2,"=""""","=""""","=""732.967""","=""""","=""""","=""9.32e-03""","=""3.76e-11""","=""2.72e-04""",B,"=""0.2444981""","=""0.3687898""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",4,2,M1,"=""T5047,T4644""","=""""",
O,2,"=""733.019""","=""""","=""732.967""","=""""","=""*""","=""7.74e-02""","=""3.12e-10""","=""2.93e+00""",B,"=""0.2444981""","=""0.3687898""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",4,2,E2,"=""T5047,T4644""","=""L3452""",
O,2,"=""733.019""","=""""","=""733.073""","=""""","=""*""","=""3.85e-02""","=""3.10e-10""","=""2.92e+00""",B,"=""0.2444981""","=""0.3687716""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",4,4,E2,"=""T5047,T4644""","=""L3452""",
O,2,"=""""","=""""","=""733.073""","=""""","=""""","=""1.49e-02""","=""1.20e-10""","=""8.71e-04""",B,"=""0.2444981""","=""0.3687716""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",4,4,M1,"=""T5047,T4644""","=""""",
O,2,"=""734.6367""","=""""","=""734.6355""","=""""","=""7""","=""""","=""""","=""""",,"=""2.12062452""","=""2.24463378""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",2,2,,"=""""","=""L10621""",
O,2,"=""734.6895""","=""""","=""734.6901""","=""""","=""9""","=""4.30e+06""","=""3.48e-02""","=""3.37e+00""",D,"=""2.13603545""","=""2.2600355""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""",
O,2,"=""735.5362""","=""""","=""735.5373""","=""""","=""4""","=""""","=""""","=""""",,"=""2.3059505""","=""2.4298077""","=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""","=""2s2.2p2.(1D).4p""","=""2D*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,2,"=""736.1647""","=""""","=""736.1645""","=""""","=""3""","=""""","=""""","=""""",,"=""2.12062452""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",2,4,,"=""""","=""L10621""",
O,2,"=""736.3046""","=""""","=""736.3054""","=""""","=""2""","=""""","=""""","=""""",,"=""2.3059316""","=""2.4296596""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""","=""2s2.2p2.(1D).4p""","=""2D*""","=""3/2""",4,4,,"=""""","=""L10621""",
O,2,"=""736.4935""","=""""","=""736.4939""","=""""","=""3""","=""""","=""""","=""""",,"=""2.12093744""","=""2.24463378""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",4,2,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""736.535""","=""""","=""""","=""1.37e+07""","=""1.11e-01""","=""8.11e+00""",C+,"=""3.2518107""","=""3.3755001""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""1""",3,3,,"=""T5376LS""","=""""",
O,2,"=""736.7694""","=""""","=""736.7678""","=""""","=""5""","=""""","=""""","=""""",,"=""2.2329441""","=""2.3565945""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",2,4,,"=""""","=""L10621""",
O,2,"=""736.9017""","=""""","=""736.9029""","=""""","=""1""","=""""","=""""","=""""",,"=""2.11835621""","=""2.24198390""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",6,8,,"=""""","=""L10621""",
O,2,"=""737.4986""","=""""","=""737.4996""","=""""","=""3""","=""4.73e+05""","=""2.57e-03""","=""3.75e-01""",D,"=""2.13650783""","=""2.2600355""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",6,4,,"=""T5723LS""","=""L10621""",
O,2,"=""""","=""""","=""738.0307""","=""""","=""""","=""""","=""""","=""""",,"=""2.12093744""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",4,4,,"=""""","=""L11267""",
O,2,"=""738.1118""","=""""","=""738.1168""","=""""","=""1""","=""""","=""""","=""""",,"=""2.12095184""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",6,4,,"=""""","=""L10621""",
O,2,"=""738.3744""","=""""","=""738.3758""","=""""","=""2""","=""""","=""""","=""""",,"=""2.3059505""","=""2.4293316""","=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""7/2""",6,8,,"=""""","=""L10621""",
O,2,"=""738.7324""","=""""","=""738.7315""","=""""","=""3""","=""""","=""""","=""""",,"=""2.3059316""","=""2.4292532""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""5/2""",4,6,,"=""""","=""L10621""",
O,2,"=""740.7341""","=""""","=""740.7333""","=""""","=""3""","=""""","=""""","=""""",,"=""2.12288052""","=""2.24586894""","=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",8,6,,"=""""","=""L10621""",
O,2,"=""740.7821""","=""""","=""740.7824""","=""""","=""2""","=""""","=""""","=""""",,"=""2.12139596""","=""2.24437622""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",6,4,,"=""""","=""L10621""",
O,3,"=""""","=""""","=""741.009""","=""""","=""""","=""6.69e+05""","=""7.71e-03""","=""9.41e-01""",C+,"=""3.4692530""","=""3.592196""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""","=""2s.2p2.(2D).3s""","=""3D""","=""3""",5,7,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""741.404""","=""""","=""""","=""5.38e+07""","=""1.48e-01""","=""1.08e+01""",C+,"=""3.2518107""","=""3.3746878""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s2.2p.(2P*).4p""","=""3P""","=""0""",3,1,,"=""T5376LS""","=""""",
O,5,"=""""","=""""","=""742.236""","=""""","=""""","=""2.79e+07""","=""3.84e-01""","=""2.82e+01""",B,"=""6.583722""","=""6.706462""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.4p""","=""3P*""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""743.732""","=""""","=""""","=""2.78e+07""","=""2.31e-01""","=""1.69e+01""",B,"=""6.583722""","=""6.706215""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.4p""","=""3P*""","=""1""",3,3,,"=""T5633LS""","=""""",
O,2,"=""743.8139""","=""""","=""743.8151""","=""""","=""2""","=""""","=""""","=""""",,"=""2.11835621""","=""2.24083506""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",6,6,,"=""""","=""L10621""",
O,5,"=""""","=""""","=""744.308""","=""""","=""""","=""2.77e+07""","=""7.67e-02""","=""5.64e+00""",B,"=""6.583722""","=""6.706120""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.4p""","=""3P*""","=""0""",3,1,,"=""T5633LS""","=""""",
O,3,"=""""","=""""","=""744.907""","=""""","=""""","=""1.65e+05""","=""1.37e-03""","=""1.68e-01""",C+,"=""3.4692530""","=""3.591552""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""","=""2s.2p2.(2D).3s""","=""3D""","=""2""",5,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""745.536""","=""""","=""""","=""3.97e+07""","=""3.31e-01""","=""4.06e+01""",C+,"=""3.2542896""","=""3.3764858""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s2.2p.(2P*).4p""","=""3P""","=""2""",5,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""745.541""","=""""","=""""","=""4.92e+05""","=""6.84e-03""","=""5.04e-01""",C+,"=""3.4693570""","=""3.591552""","=""2s2.2p.(2P*).4d""","=""3P*""","=""1""","=""2s.2p2.(2D).3s""","=""3D""","=""2""",3,5,,"=""T5376LS""","=""""",
O,3,"=""""","=""""","=""747.576""","=""""","=""""","=""1.81e+04""","=""9.10e-05""","=""1.12e-02""",C,"=""3.4692530""","=""3.591116""","=""2s2.2p.(2P*).4d""","=""3P*""","=""2""","=""2s.2p2.(2D).3s""","=""3D""","=""1""",5,3,,"=""T5376LS""","=""""",
O,1,"=""747.644""","=""""","=""747.6439+""","=""""","=""210""","=""""","=""""","=""""",,"=""1.03803302""","=""1.15988463""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""","=""2s2.2p3.(2P*).3p""","=""3D""","=""3""",5,7,,"=""""","=""L3760""",
O,1,"=""747.724""","=""""","=""747.7234+""","=""""","=""100""","=""""","=""""","=""""",,"=""1.03812810""","=""1.15996676""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p3.(2P*).3p""","=""3D""","=""1""",3,3,,"=""""","=""L3760""",
O,2,"=""""","=""""","=""747.8897""","=""""","=""""","=""""","=""""","=""""",,"=""2.11902348""","=""2.24083506""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",4,6,,"=""""","=""L11267""",
O,1,"=""747.908""","=""""","=""747.9074+""","=""""","=""120""","=""""","=""""","=""""",,"=""1.03812810""","=""1.15993678""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p3.(2P*).3p""","=""3D""","=""2""",3,5,,"=""""","=""L3760""",
O,1,"=""748.067""","=""""","=""748.0671+""","=""""","=""120""","=""""","=""""","=""""",,"=""1.03818408""","=""1.15996676""","=""2s2.2p3.(2P*).3s""","=""3P*""","=""0""","=""2s2.2p3.(2P*).3p""","=""3D""","=""1""",1,3,,"=""""","=""L3760""",
